,TLabel,Tweet text processed,Unnamed: 0,Unnamed: 0.1,ZLabel,cashtags,conversation_id,created_at,date,day,geo,has_media,hashtags,hour,id,img_urls,is_replied,is_reply_to,likes,link,links,name,near,nlikes,nreplies,nretweets,parent_tweet_id,place,quote_url,replies,reply_to,reply_to_users,retweet,retweet_date,retweet_id,retweets,screen_name,search,source,text,text_html,timestamp,timestamp_epochs,timezone,trans_dest,trans_src,translate,tweet,tweet_id,tweet_url,user_id,user_id_str,user_rt,user_rt_id,username,video_url,tweet_processed,pred,pred_raw
346,1.0,"#save_nature delhi's first smog tower installed by goutham gambhir to combat the heavy air pollution in the city. the tower cost of 7 lakh nd it purifiers the 2,50,000-6,00,000 cubic meters of air per day and releases fresh air nd it covers the area of 500-750 meters.",355.0,370.0,1,[],1.21e+18,1578218543000.0,2020-01-05 10:02:23,7.0,,,['#save_nature'],10.0,1.21e+18,,,,,https://twitter.com/gchandujadhav/status/1213762662204465153,,Chandu Nayak Rathod,,0.0,0.0,0.0,,,,,"[{'user_id': '1032303657230843904', 'username': 'gchandujadhav'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#Save_Nature
Delhi's first Smog Tower installed by goutham gambhir to combat the heavy Air pollution in the city. 
The tower cost of 7 lakh nd it purifiers the 2,50,000-6,00,000 cubic meters of air per day and releases fresh air nd it covers the area of 500-750 meters.  pic.twitter.com/BCpWwMEcg5",,,1032303657230843904,1.03e+18,,,gchandujadhav,,"#save_nature delhi's first smog tower installed by goutham gambhir to combat the heavy air pollution in the city. the tower cost of 7 lakh nd it purifiers the 2,50,000-6,00,000 cubic meters of air per day and releases fresh air nd it covers the area of 500-750 meters.",1,0.9953239560127258
348,1.0,"delhi's 1st smog tower is here in central market, lajpat nagar😍 beautiful..it is purifying 6 lakh m3 air per day..all thanks to our mp gautam gambhir for this. we need more #smogtower in delhi",354.0,369.0,1,[],1.21e+18,1578219328000.0,2020-01-05 10:15:28,7.0,,,['#smogtower'],10.0,1.21e+18,,,,,https://twitter.com/RimuJha/status/1213765951109222400,,Gautian Rimu Jha,,24.0,1.0,7.0,,,,,"[{'user_id': '1071778362010492928', 'username': 'RimuJha'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi's 1st smog tower is here in central market, Lajpat Nagar😍 beautiful..It is purifying 6 lakh m3 air per day..All thanks to our MP Gautam Gambhir for this. We need more #SmogTower in Delhi  pic.twitter.com/KGVTmPTTgR",,,1071778362010492928,1.07e+18,,,RimuJha,,"delhi's 1st smog tower is here in central market, lajpat nagar😍 beautiful..it is purifying 6 lakh m3 air per day..all thanks to our mp gautam gambhir for this. we need more #smogtower in delhi",1,0.9968222379684448
352,1.0,delhi gets first-of-its-kind smog tower so that we all can start breathing some good air …,336.0,350.0,1,[],1.21e+18,1578286618000.0,2020-01-06 4:56:58,1.0,,,[],4.0,1.21e+18,,,,,https://twitter.com/rameelkay/status/1214048187041927168,,Rameel Khan,,0.0,0.0,0.0,,,,,"[{'user_id': '1495296798', 'username': 'rameelkay'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi Gets First-Of-Its-Kind Smog Tower So That We All Can Start Breathing Some Good Air  https://www.indiatimes.com/news/india/delhi-gets-first-of-its-kind-smog-tower-that-can-purify-600000-cubic-meter-air-in-a-day-503536.html?fbclid=IwAR0hQI9APu293XajB91AUBc6tyGn21q1y1o6pQormpmaJDc0kvWo-fuhKz8 …,,,1495296798,1495296798.0,,,rameelkay,,delhi gets first-of-its-kind smog tower so that we all can start breathing some good air …,1,0.9962157607078552
353,1.0,delhi gets its first smog tower to tackle air pollution via,331.0,344.0,1,[],1.21e+18,1578307709000.0,2020-01-06 10:48:29,1.0,,,[],10.0,1.21e+18,,,,,https://twitter.com/envirwatchdog/status/1214136649094959104,,Environment Watchdog,,0.0,0.0,0.0,,,,,"[{'user_id': '116479608', 'username': 'envirwatchdog'}, {'user_id': '2400320881', 'username': 'qzindia'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi gets its first smog tower to tackle air pollution  https://qz.com/india/1778906/  via @qzindia,,,116479608,116479608.0,,,envirwatchdog,,delhi gets its first smog tower to tackle air pollution via,0,0.9984637498855591
368,1.0,why is it contingent on your victory. why can't it be 'we will install smog tower in 60 days irrespective of the vidhan sabha election results',121.0,127.0,1,[],1.22e+18,1579781422000.0,2020-01-23 12:10:22,4.0,,,[],12.0,1.22e+18,,,,,https://twitter.com/joe_sabby/status/1220317852055543808,,Khoi Kuni?,,0.0,0.0,0.0,,,,,"[{'user_id': '49567324', 'username': 'joe_sabby'}, {'user_id': '85462891', 'username': 'TajinderBagga'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Why is it contingent on your Victory. Why can't it be 
'We will install Smog Tower in 60 days irrespective of the Vidhan Sabha Election Results'  pic.twitter.com/ZTiepKJQ2H",,,49567324,49567324.0,,,joe_sabby,,why is it contingent on your victory. why can't it be 'we will install smog tower in 60 days irrespective of the vidhan sabha election results',-1,0.9623432159423828
371,1.0,"well iit-delhi has been working with delhi government, the supreme court and several delhi departments to curb pollution and has given several suggestions to them too, including the smog tower. there are countless news stories on that",64.0,68.0,1,[],1.23e+18,1581312106000.0,2020-02-10 5:21:46,1.0,,,[],5.0,1.23e+18,,,,,https://twitter.com/moon_djinn/status/1226738004972060672,,Gumnaam,,1.0,0.0,0.0,,,,,"[{'user_id': '1362397982', 'username': 'moon_djinn'}, {'user_id': '1081559290899505153', 'username': 'PollutionTales'}, {'user_id': '430866983', 'username': 'SoFlaneur'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Well IIT-Delhi has been working with Delhi government, the Supreme Court and several Delhi departments to curb pollution and has given several suggestions to them too, including the smog tower.

There are countless news stories on that",,,1362397982,1362397982.0,,,moon_djinn,,"well iit-delhi has been working with delhi government, the supreme court and several delhi departments to curb pollution and has given several suggestions to them too, including the smog tower. there are countless news stories on that",0,0.5588340163230896
374,1.0,ghaziabad is most polluted city of country everyone is busy for betterment of delhi but mohan nagar industrial area is heavily polluted this place needs smog tower...as soon as possible,68.0,74.0,1,[],1.23e+18,1581048222000.0,2020-02-07 4:03:42,5.0,,,[],4.0,1.23e+18,,,,,https://twitter.com/ShraddhaSinha14/status/1225631194651353095,,Say it Chinese virus,,0.0,0.0,0.0,,,,,"[{'user_id': '779359753713496064', 'username': 'ShraddhaSinha14'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}]",,False,,,,,smog tower,,,,,,UTC,,,,@myogiadityanath ghaziabad is most polluted city of country everyone is busy for betterment of Delhi but mohan nagar industrial area is heavily polluted this place needs smog tower...as soon as possible,,,779359753713496064,7.79e+17,,,ShraddhaSinha14,,ghaziabad is most polluted city of country everyone is busy for betterment of delhi but mohan nagar industrial area is heavily polluted this place needs smog tower...as soon as possible,0,0.9485282301902771
379,1.0,"following beijing's model of curbing pollution, the first smog tower in delhi has been installed. kudos to for this initiative and showing the way forward. its so easy to keep shifting blame but rather difficult to walk the talk! …",420.0,450.0,1,[],1.21e+18,1578074692000.0,2020-01-03 18:04:52,5.0,,,[],18.0,1.21e+18,,,,,https://twitter.com/Varun_Jhaveri/status/1213159307082129409,,Varun Jhaveri,,16.0,1.0,3.0,,,,,"[{'user_id': '1963341564', 'username': 'Varun_Jhaveri'}, {'user_id': '99448420', 'username': 'GautamGambhir'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Following Beijing's model of curbing pollution, the first smog tower in Delhi has been installed. Kudos to @GautamGambhir for this initiative and showing the way forward. Its so easy to keep shifting blame but rather difficult to walk the talk!

 https://qz.com/india/1778906/delhi-gets-its-first-smog-tower-to-tackle-air-pollution/ …",,,1963341564,1963341564.0,,,Varun_Jhaveri,,"following beijing's model of curbing pollution, the first smog tower in delhi has been installed. kudos to for this initiative and showing the way forward. its so easy to keep shifting blame but rather difficult to walk the talk! …",1,0.9967464208602905
381,1.0,"while delhi keeps breathing polluted air,kejriwal destroyed the dtc fleet thus increasing pollution by destroying a well connected public transport system. smog tower was also inaugurated by mp gautam gambhir. what was kejriwal doing ? why zero construction of smog towers by aap",116.0,122.0,1,[],1.22e+18,1579789905000.0,2020-01-23 14:31:45,4.0,,,[],14.0,1.22e+18,,,,,https://twitter.com/MrSandeepParida/status/1220353429505114112,,Sandeep Parida ସନ୍ଦୀପ ପରିଡା संदीप परिदा 🇮🇳,,0.0,0.0,0.0,,,,,"[{'user_id': '837337126786240513', 'username': 'MrSandeepParida'}, {'user_id': '37034483', 'username': 'ndtv'}]",,False,,,,,smog tower,,,,,,UTC,,,,"While delhi keeps breathing polluted air,kejriwal destroyed the dtc fleet thus increasing pollution by destroying a well connected public transport system. Smog tower was also inaugurated by MP  Gautam gambhir. What was kejriwal doing ? Why zero construction of smog towers by aap  pic.twitter.com/8Yj47jV5NP",,,837337126786240513,8.37e+17,,,MrSandeepParida,,"while delhi keeps breathing polluted air,kejriwal destroyed the dtc fleet thus increasing pollution by destroying a well connected public transport system. smog tower was also inaugurated by mp gautam gambhir. what was kejriwal doing ? why zero construction of smog towers by aap",0,0.9959625601768494
382,1.0,plus the smog tower …,112.0,118.0,1,[],1.22e+18,1579852162000.0,2020-01-24 7:49:22,5.0,,,[],7.0,1.22e+18,,,,,https://twitter.com/Arr0w2003/status/1220614554356314112,,ToXic Arr0w,,0.0,0.0,0.0,,,,,"[{'user_id': '1194264830418382848', 'username': 'Arr0w2003'}, {'user_id': '730520573701443584', 'username': 'dhruv_rathee'}]",,False,,,,,smog tower,,,,,,UTC,,,,Plus the smog tower  https://swachhindia.ndtv.com/smog-tower-delhiites-get-a-giant-air-purifier-to-combat-air-pollution-40786/ …,,,1194264830418382848,1.19e+18,,,Arr0w2003,,plus the smog tower …,0,0.9986891150474548
385,1.0,"give 400 units at cost price of rs 2.25/unit, dtc bus pass to all 500 to give benefit to 100% of delhites. along this smog tower, ayuushamaan bharat, potable pipe water, security, state of art infra to make delhi world class city.",93.0,99.0,1,[],1.22e+18,1580177922000.0,2020-01-28 2:18:42,2.0,,,[],2.0,1.22e+18,,,,,https://twitter.com/sat_kha/status/1221980893591375873,,Satish Khattak,,0.0,0.0,0.0,,,,,"[{'user_id': '212452478', 'username': 'sat_kha'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '337065278', 'username': 'BJP4Delhi'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Give 400 units at cost price of Rs 2.25/unit, DTC bus pass to all @ Rs 500 to give benefit to 100% of delhites.

Along this smog tower, Ayuushamaan bharat, potable pipe water, Security, state of art infra to make Delhi world class city.",,,212452478,212452478.0,,,sat_kha,,"give 400 units at cost price of rs 2.25/unit, dtc bus pass to all 500 to give benefit to 100% of delhites. along this smog tower, ayuushamaan bharat, potable pipe water, security, state of art infra to make delhi world class city.",1,0.9967809915542603
403,1.0,lahore is choking with such bad air quality. china has recently installed an anti-smog tower tha cleans up to about 75million cubic metres of air per day and delhi to get anti-smog tower by next winter and here our eloquent pm can't think beyond mimicking opposition leaders!!,629.0,703.0,1,[],1.2e+18,1574310630000.0,2019-11-21 4:30:30,4.0,,,[],4.0,1.2e+18,,,,,https://twitter.com/LucidViews__/status/1197371685185425408,,-Maimoona,,225.0,5.0,79.0,,,,,"[{'user_id': '2637092937', 'username': 'LucidViews__'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Lahore is choking with such bad air quality. 

China has recently installed an anti-smog tower tha cleans up to about 75million cubic metres of air per day and Delhi to get anti-smog tower by next winter and here our eloquent PM can't think beyond mimicking opposition leaders!!",,,2637092937,2637092937.0,,,LucidViews__,,lahore is choking with such bad air quality. china has recently installed an anti-smog tower tha cleans up to about 75million cubic metres of air per day and delhi to get anti-smog tower by next winter and here our eloquent pm can't think beyond mimicking opposition leaders!!,0,0.9367843866348267
408,1.0,"what happened to smog tower, 5000 electric buses etc etc? all we have is odd even scam to benefit taxi & autowala",696.0,832.0,1,[],1.19e+18,1573481697000.0,2019-11-11 14:14:57,1.0,,,[],14.0,1.19e+18,,,,,https://twitter.com/vagabondX10/status/1193894890205327361,,Bageshree,,7.0,2.0,0.0,,,,,"[{'user_id': '196490371', 'username': 'vagabondX10'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"what happened to smog tower, 5000 electric buses etc etc? All we have is odd even scam to benefit taxi & autowala",,,196490371,196490371.0,,,vagabondX10,,"what happened to smog tower, 5000 electric buses etc etc? all we have is odd even scam to benefit taxi & autowala",1,0.9963273406028748
410,1.0,why we are not installing smog tower/purifier like china did to mitigate pollution from ncr.?,785.0,964.0,1,[],1.19e+18,1572931832000.0,2019-11-05 5:30:32,2.0,,,[],5.0,1.19e+18,,,,,https://twitter.com/dileep_katiyar/status/1191588588749606912,,Dileep Katiyar,,1.0,0.0,0.0,,,,,"[{'user_id': '733505854905802753', 'username': 'dileep_katiyar'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,False,,,,,smog tower,,,,,,UTC,,,,Why we are not installing smog tower/purifier like China did to mitigate pollution from NCR.? @ArvindKejriwal @myogiadityanath @PMOIndia,,,733505854905802753,7.34e+17,,,dileep_katiyar,,why we are not installing smog tower/purifier like china did to mitigate pollution from ncr.?,-1,0.7108250260353088
411,1.0,delhi's smog tower: first 'giant air purifier' to combat air pollution to be inaugurated today …,433.0,466.0,1,[],1.21e+18,1578066240000.0,2020-01-03 15:44:00,5.0,,,[],15.0,1.21e+18,,,,,https://twitter.com/indipendennt/status/1213123855750852608,,Pankaj,,0.0,0.0,0.0,,,,,"[{'user_id': '313158949', 'username': 'indipendennt'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi's smog tower: First 'giant air purifier' to combat air pollution to be inaugurated today  https://www.businesstoday.in/current/economy-politics/delhi-smog-tower-first-giant-air-purifier-to-combat-air-pollution-to-be-inaugurated-today/story/393085.html …,,,313158949,313158949.0,,,indipendennt,,delhi's smog tower: first 'giant air purifier' to combat air pollution to be inaugurated today …,1,0.996740996837616
412,1.0,"dear sir(s), can we not install smog towers in our capital. a smog tower acts as a big air purifier for community. roosegaarde smog towers are already installed in china and other countries. we can also install the equipment in delhi.",777.0,952.0,1,[],1.19e+18,1572938739000.0,2019-11-05 7:25:39,2.0,,,[],7.0,1.19e+18,,,,,https://twitter.com/rohitsikkewal/status/1191617559126130689,,Rohit Kumar Sikkewal,,1.0,1.0,0.0,,,,,"[{'user_id': '117023117', 'username': 'rohitsikkewal'}, {'user_id': '121741682', 'username': 'ArwindKejriwal'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Dear Sir(s),

Can we not install smog towers in our capital. A smog tower acts as a big air purifier for community. 

Roosegaarde Smog towers are already installed in China and other countries. We can also install the equipment in Delhi.

@ArwindKejriwal @PMOIndia @narendramodi",,,117023117,117023117.0,,,rohitsikkewal,,"dear sir(s), can we not install smog towers in our capital. a smog tower acts as a big air purifier for community. roosegaarde smog towers are already installed in china and other countries. we can also install the equipment in delhi.",1,0.9951595664024353
415,1.0,delhi gets its first smog tower to combat air pollution #delhismog #delhiwinters,447.0,481.0,1,[],1.21e+18,1578060120000.0,2020-01-03 14:02:00,5.0,,,"['#delhismog', '#delhiwinters']",14.0,1.21e+18,,,,,https://twitter.com/editorji/status/1213098185247182849,,editorji,,5.0,0.0,2.0,,,,,"[{'user_id': '896740409346371584', 'username': 'editorji'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi gets its first smog tower to combat air pollution
#DelhiSmog #DelhiWinters pic.twitter.com/6xJXbyuSNG",,,896740409346371584,8.97e+17,,,editorji,,delhi gets its first smog tower to combat air pollution #delhismog #delhiwinters,0,0.9903532266616821
423,1.0,delhiar:1484 . 1 smogtower cleansarea:pi×3×3= . ttl smogtower reqd:1484÷28 =53. 1smogtowercost=2cr. ttl1timecost reqd to install smogtowers in delhi=53×2=106crs only.2600+crs worth1yrsubsidy;much costlier than long term clean air soln.,724.0,876.0,1,[],1.19e+18,1573113186000.0,2019-11-07 7:53:06,4.0,,,[],7.0,1.19e+18,,,,,https://twitter.com/RVSinghIndya/status/1192349240636272640,,R.V.Singh (आर.वि.सिंह),,0.0,0.0,0.0,,,,,"[{'user_id': '170352470', 'username': 'RVSinghIndya'}, {'user_id': '2804126762', 'username': 'DrPremKrBihar'}]",,False,,,,,smog tower,,,,,,UTC,,,,"DelhiAr:1484  http://sq.Km .
1 SmogTower cleansarea:pi×3×3= http://28sq.Km .
Ttl SmogTower reqd:1484÷28 =53.
1SmogTowercost=2Cr.
Ttl1timeCost reqd to install SmogTowers in Delhi=53×2=106Crs Only.2600+Crs worth1yrSubsidy;much costlier than long term clean air soln.  pic.twitter.com/PiAzqjnwVW",,,170352470,170352470.0,,,RVSinghIndya,,delhiar:1484 . 1 smogtower cleansarea:pi×3×3= . ttl smogtower reqd:1484÷28 =53. 1smogtowercost=2cr. ttl1timecost reqd to install smogtowers in delhi=53×2=106crs only.2600+crs worth1yrsubsidy;much costlier than long term clean air soln.,0,0.996502161026001
