,date,tweet_processed,tweet,ZLabel,favorites,geo,hashtags,id,mentions,new,permalink,retweets,username,Lang,Tweet text processed,pred,pred_raw
709,04-11-2019 16:42,#oddeven | delhi gives another go to odd- even scheme starting today to fight air pollution. #letdelhibreathe #delhincrpollution #delhipollution #delhiairemergency,# OddEven | Delhi gives another go to Odd- Even scheme starting today to fight Air pollution. # LetDelhiBreathe # DelhiNCRPollution # DelhiPollution # DelhiAirEmergencypic.twitter.com/f9tmjkYpmJ,0,1.0,,# # # # #,1.19e+18,,,https://twitter.com/BiIndia/status/1191312204382883842,0.0,BiIndia,en,#oddeven | delhi gives another go to odd- even scheme starting today to fight air pollution. #letdelhibreathe #delhincrpollution #delhipollution #delhiairemergency,0,0.9980683922767639
710,04-11-2019 16:20,supreme court : cars create less pollution. what are you (delhi) getting from this odd-even? #oddeven,Supreme Court : Cars create less pollution. What are you (Delhi) getting from this Odd-Even? # OddEven pic.twitter.com/PN9WOwIfqf,0,2.0,,#,1.19e+18,,,https://twitter.com/VikramMittalBjp/status/1191306792870891520,0.0,VikramMittalBjp,en,supreme court : cars create less pollution. what are you (delhi) getting from this odd-even? #oddeven,0,0.9990469813346863
712,04-11-2019 13:55,same cycle repeats every year. #delhipollution #oddeven,Same cycle repeats every year. # DelhiPollution # OddEven,0,713.0,,# #,1.19e+18,,,https://twitter.com/KishlayKishan3/status/1191270295312580608,0.0,KishlayKishan3,en,same cycle repeats every year. #delhipollution #oddeven,1,0.5875921845436096
719,04-11-2019 10:54,#letsuniteagainstpollution at least kejriwal ji is doing something with #oddeven but sadly modi ji who also sits in delhi is not bothered at all.,# LetsUniteAgainstPollution at least kejriwal ji is doing something with # oddeven but sadly modi ji who also sits in Delhi is not bothered at all.,1,0.0,,# #,1.19e+18,,,https://twitter.com/amitkumarz/status/1191224658198237184,0.0,amitkumarz,en,#letsuniteagainstpollution at least kejriwal ji is doing something with #oddeven but sadly modi ji who also sits in delhi is not bothered at all.,-1,0.9887058734893799
722,03-11-2019 14:33,will and clarify on the status of #hybrid vehicles during the #oddeven restrictions.,Will @ dtptraffic and @ DelhiPolice clarify on the status of # hybrid vehicles during the # OddEven restrictions.,0,0.0,,# #,1.19e+18,@ @,,https://twitter.com/rkkhandelwal54/status/1190917448318369792,0.0,rkkhandelwal54,,will and clarify on the status of #hybrid vehicles during the #oddeven restrictions.,0,0.9989156723022461
729,04-11-2019 10:17,i will never #voteforaap #oddeven,I will never # voteforaap # OddEven,-1,0.0,,# #,1.19e+18,,,https://twitter.com/Jainpankajkasan/status/1191215458176753665,1.0,Jainpankajkasan,,i will never #voteforaap #oddeven,-1,0.9938722848892212
735,04-11-2019 10:09,#oddeven is nothing but #elections stunt of #kejricorrupt,# OddEven is nothing but # elections stunt of # kejricorrupt,-1,1.0,,# # #,1.19e+18,,,https://twitter.com/Jainpankajkasan/status/1191213239914262528,4.0,Jainpankajkasan,,#oddeven is nothing but #elections stunt of #kejricorrupt,-1,0.9989855885505676
736,04-11-2019 10:06,in delhi #oddeven from today today is #even day because date is 4 nov.,IN Delhi # OddEven from today Today is # Even day because date is 4 Nov.,0,0.0,,# #,1.19e+18,,,https://twitter.com/iamishav/status/1191212495848927232,0.0,iamishav,,in delhi #oddeven from today today is #even day because date is 4 nov.,0,0.9804547429084778
738,04-11-2019 10:05,"let’s stop complaining about #oddeven and follow it. we must do our bit in every way possible. it must be a collective effort. reduce your own footprint. carpool, use public transport, do all that you can. governments and citizens are in this together #delhiairemergency","Let’s stop complaining about # OddEven and follow it. We must do our bit in every way possible. It must be a collective effort. Reduce your own footprint. Carpool, use public transport, do all that you can. Governments and citizens are in this together # DelhiAirEmergency",1,15.0,,# #,1.19e+18,,,https://twitter.com/Zebaism/status/1191212328450248704,4.0,Zebaism,,"let’s stop complaining about #oddeven and follow it. we must do our bit in every way possible. it must be a collective effort. reduce your own footprint. carpool, use public transport, do all that you can. governments and citizens are in this together #delhiairemergency",1,0.9971482157707214
740,04-11-2019 10:03,#oddeven is not the answer. air purification is.,# oddeven is not the Answer. Air purification is.,-1,0.0,,#,1.19e+18,,,https://twitter.com/Manish_x_Sharma/status/1191211915160084485,0.0,Manish_x_Sharma,,#oddeven is not the answer. air purification is.,-1,0.999057948589325
741,04-11-2019 10:03,#oddeven to save delhi why odd even only for 12 days why not for 365 days. 1st sunday of every month should be no vehicle day . think about it,# OddEven to save Delhi why odd even only for 12 days why not for 365 days. 1st Sunday of every month should be no vehicle day . Think about it,1,1.0,,#,1.19e+18,,,https://twitter.com/NitinLa37831316/status/1191211839822139392,0.0,NitinLa37831316,,#oddeven to save delhi why odd even only for 12 days why not for 365 days. 1st sunday of every month should be no vehicle day . think about it,1,0.9757938385009766
742,04-11-2019 10:02,good initiative for delhi government. #oddeven,Good initiative for delhi government. # OddEven,1,1.0,,#,1.19e+18,,,https://twitter.com/proudindian_24/status/1191211500649627648,1.0,proudindian_24,,good initiative for delhi government. #oddeven,1,0.9971722960472107
745,04-11-2019 9:56,the steps the delhi government is taking is sincere and correct . #oddeven …,@ ArvindKejriwal the steps the Delhi government is taking is sincere and correct . # Oddeven https://twitter.com/AamAadmiParty/status/1191193486810370049 …,1,34.0,,#,1.19e+18,@,,https://twitter.com/drajoykumar/status/1191210028859973632,13.0,drajoykumar,,the steps the delhi government is taking is sincere and correct . #oddeven …,1,0.9977437257766724
749,04-11-2019 9:53,aqi remains severe as #oddeven scheme begins click for more updates:,AQI remains severe as # oddeven scheme begins Click for more updates: http://bit.ly/34sOH96 pic.twitter.com/tl8uMUHxsN,0,16.0,,#,1.19e+18,,,https://twitter.com/IndiaToday/status/1191209303413157889,3.0,IndiaToday,,aqi remains severe as #oddeven scheme begins click for more updates:,0,0.9975993037223816
777,13-11-2019 17:08,dear sir request you to keep this odd even for some more time for the sake of people of delhi. #oddeven,Dear @ ArvindKejriwal Sir Request you to keep this Odd even for some more time for the sake of people of Delhi. # OddEven,1,1.0,,#,1.19e+18,@,,https://twitter.com/sahilgoyalpnp/status/1194580209304883200,0.0,sahilgoyalpnp,,dear sir request you to keep this odd even for some more time for the sake of people of delhi. #oddeven,1,0.9980670809745789
782,13-11-2019 16:04,delhi cm says odd-even scheme can be extended . . #delhi #oddeven #arvindkejriwal #delhicm #oddevenscheme #wednesdaywisdom #delhiairpollution #viralbake …,Delhi CM Says Odd-Even Scheme Can Be Extended . . # Delhi # OddEven # arvindkejriwal # DelhiCM # oddevenscheme # WednesdayWisdom # DelhiAirPollution # viralbakehttps://www.viralbake.com/delhi-cm-says-odd-even-scheme-can-be-extended …,0,1.0,,# # # # # # # #,1.19e+18,,,https://twitter.com/RupeshM84208778/status/1194564094486990849,0.0,RupeshM84208778,,delhi cm says odd-even scheme can be extended . . #delhi #oddeven #arvindkejriwal #delhicm #oddevenscheme #wednesdaywisdom #delhiairpollution #viralbake …,0,0.9990683197975159
785,13-11-2019 15:23,#oddeven must continue,# OddEven must continue,1,7.0,,#,1.19e+18,,,https://twitter.com/RanjanaPrasad8/status/1194553937908531200,1.0,RanjanaPrasad8,,#oddeven must continue,1,0.9965695142745972
789,13-11-2019 15:10,i wish #oddeven remains permanent. delhi roads are much safer now. you should now try to develop delhi into #cyclefriendly,I wish # OddEven remains permanent. Delhi roads are much safer now. You should now try to develop Delhi into # CycleFriendly,1,0.0,,# #,1.19e+18,,,https://twitter.com/nbnair/status/1194550514161111040,0.0,nbnair,,i wish #oddeven remains permanent. delhi roads are much safer now. you should now try to develop delhi into #cyclefriendly,1,0.9977245926856995
790,13-11-2019 15:05,delhities are you in favour of #oddeven again? please vote,Delhities are you in favour of # OddEven again? Please vote,0,0.0,,#,1.19e+18,,,https://twitter.com/Tarunvats2/status/1194549265411887104,0.0,Tarunvats2,,delhities are you in favour of #oddeven again? please vote,0,0.9986509680747986
791,13-11-2019 15:03,delhi air pollution: odd-even scheme likely to be extended #oddeven #delhiairpollution,Delhi air pollution: Odd-even scheme likely to be extended # OddEven # DelhiAirPollution,0,0.0,,# #,1.19e+18,,,https://twitter.com/Live24News5/status/1194548879426904064,0.0,Live24News5,,delhi air pollution: odd-even scheme likely to be extended #oddeven #delhiairpollution,0,0.9992826581001282
1,05-11-2019 14:51,"#oddeven is not a solution, its a scam.","# OddEven is not a solution, its a Scam.",-1,0.0,,#,1.19e+18,,,https://twitter.com/iabhishektyagi/status/1191646659094052864,0.0,iabhishektyagi,en,"#oddeven is not a solution, its a scam.",-1,0.963360607624054
4,13-11-2019 21:58,"cm kejriwal is not at all serious about people's health, he's not taken measures to curb pollution in delhi in past 57months. in fact, he's penalizing a particular section of people thru #oddeven n thereby creating divide in the society.","CM Kejriwal is not at all serious about people's health, he's not taken measures to curb pollution in Delhi in past 57months. In fact, he's penalizing a particular section of people thru # OddEven n thereby creating divide in the society.",-1,0.0,,#,1.19e+18,,True,https://twitter.com/rajesh_singh09/status/1194653348802121728,0.0,rajesh_singh09,en,"cm kejriwal is not at all serious about people's health, he's not taken measures to curb pollution in delhi in past 57months. in fact, he's penalizing a particular section of people thru #oddeven n thereby creating divide in the society.",-1,0.9586809873580933
8,13-11-2019 21:09,"the intent surely is good, but #delhiairpollution #delhiairemergency cannot be tackled only by #oddeven if 2 wheelers are exempted, if it's suspended during festivals and if cng is not exempted. state & centre need to work together & tackle real causes of pollution. …","The intent surely is good, but # DelhiAirPollution # DelhiAirEmergency cannot be tackled only by # OddEven if 2 wheelers are exempted, if it's suspended during festivals and if cng is not exempted. State & Centre need to work together & tackle real causes of pollution. https://twitter.com/ArvindKejriwal/status/1194545015474647043 …",-1,4.0,,# # #,1.19e+18,,,https://twitter.com/UtpalBorpujari/status/1194640851860742144,0.0,UtpalBorpujari,en,"the intent surely is good, but #delhiairpollution #delhiairemergency cannot be tackled only by #oddeven if 2 wheelers are exempted, if it's suspended during festivals and if cng is not exempted. state & centre need to work together & tackle real causes of pollution. …",1,0.9875261187553406
9,13-11-2019 21:07,"how idiosyncrasy of an individual can befool masses & hold the system to ransom is best exemplified by #oddeven rule in delhi; with no evidence to boot and respite from the ongoing pollution inspite of the rule in practice, the intention of extending it is outright illogical 1/2","How idiosyncrasy of an individual can befool masses & hold the system to ransom is best exemplified by # OddEven rule in Delhi; with no evidence to boot and respite from the ongoing pollution inspite of the rule in practice, the intention of extending it is outright illogical 1/2",-1,0.0,,#,1.19e+18,,,https://twitter.com/SK_WDC/status/1194640465393414144,0.0,SK_WDC,en,"how idiosyncrasy of an individual can befool masses & hold the system to ransom is best exemplified by #oddeven rule in delhi; with no evidence to boot and respite from the ongoing pollution inspite of the rule in practice, the intention of extending it is outright illogical 1/2",-1,0.967770516872406
